symbol,name,country,ipo_year,sector,industry
TIC,Acuren Corporation Common Stock,,2025,,
TIGO,Millicom International Cellular S.A. Common Stock,Luxembourg,,Telecommunications,Telecommunications Equipment
TIGR,UP Fintech Holding Ltd American Depositary Share representing fifteen Class A Ordinary Shares,China,2019,Finance,Investment Bankers/Brokers/Service
TILE,Interface Inc. Common Stock,United States,,Consumer Discretionary,Home Furnishings
TIMB,TIM S.A. American Depositary Shares (Each representing 5 Common Shares) ,Brazil,2020,Telecommunications,Telecommunications Equipment
TIPT,Tiptree Inc. Common Stock,United States,,Finance,Property-Casualty Insurers
TITN,Titan Machinery Inc. Common Stock,United States,2007,Consumer Discretionary,Other Specialty Stores
TIXT,TELUS International (Cda) Inc. Subordinate Voting Shares,,2021,Technology,EDP Services
TJX,TJX Companies Inc. (The) Common Stock,United States,,Consumer Discretionary,Clothing/Shoe/Accessory Stores
TK,Teekay Corporation Ltd. Common Stock,Bermuda,,Consumer Discretionary,Marine Transportation
TKC,Turkcell Iletisim Hizmetleri AS Common Stock,Turkey,,Telecommunications,Telecommunications Equipment
TKNO,Alpha Teknova Inc. Common Stock,United States,2021,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TKO,TKO Group Holdings Inc. Class A Common Stock,United States,2023,Consumer Discretionary,Services-Misc. Amusement & Recreation
TKR,Timken Company (The) Common Stock,United States,,Industrials,Metal Fabrications
TLK,PT Telekomunikasi Indonesia Tbk,Indonesia,,Telecommunications,Telecommunications Equipment
TLN,Talen Energy Corporation Common Stock,United States,,Utilities,Electric Utilities: Central
TLRY,Tilray Brands Inc. Common Stock ,United States,2018,Health Care, Medicinal Chemicals and Botanical Products 
TLX,Telix Pharmaceuticals Limited American Depositary Shares,Australia,,Health Care,Biotechnology: Pharmaceutical Preparations
TM,Toyota Motor Corporation Common Stock,Japan,,Consumer Discretionary,Auto Manufacturing
TMC,TMC the metals company Inc. Common Stock,Canada,,Basic Materials,Metal Mining
TMCI,Treace Medical Concepts Inc. Common Stock,United States,2021,Health Care,Medical/Dental Instruments
TMDX,TransMedics Group Inc. Common Stock,United States,2019,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TME,Tencent Music Entertainment Group American Depositary Shares each representing two Class A Ordinary Shares,United States,2018,Consumer Discretionary,Broadcasting
TMHC,Taylor Morrison Home Corporation Common Stock,United States,2013,Consumer Discretionary,Homebuilding
TMO,Thermo Fisher Scientific Inc Common Stock,United States,,Industrials,Industrial Machinery/Components
TMP,Tompkins Financial Corporation Common Stock,United States,1997,Finance,Major Banks
TMUS,T-Mobile US Inc. Common Stock,United States,,Telecommunications,Telecommunications Equipment
TNC,Tennant Company Common Stock,United States,,Industrials,Industrial Machinery/Components
TNDM,Tandem Diabetes Care Inc. Common Stock,United States,2013,Health Care,Medical/Dental Instruments
TNET,TriNet Group Inc. Common Stock,United States,2014,Consumer Discretionary,Business Services
TNK,Teekay Tankers Ltd.,Bermuda,2007,Consumer Discretionary,Marine Transportation
TNL,Travel   Leisure Co. Common  Stock,United States,,Consumer Discretionary,Hotels/Resorts
TOL,Toll Brothers Inc. Common Stock,United States,,Consumer Discretionary,Homebuilding
TOST,Toast Inc. Class A Common Stock,United States,2021,Technology,EDP Services
TOWN,TowneBank Common Stock,United States,,Finance,Major Banks
TPB,Turning Point Brands Inc. Common Stock,United States,2016,Consumer Discretionary,Tobacco
TPC,Tutor Perini Corporation Common Stock,United States,1970,Consumer Discretionary,General Bldg Contractors - Nonresidential Bldgs
TPG,TPG Inc. Class A Common Stock,United States,2022,Finance,Investment Managers
TPGXL,TPG Operating Group II L.P. 6.950% Fixed-Rate Junior Subordinated Notes due 2064,United States,,,
TPH,Tri Pointe Homes Inc. Common Stock,United States,2013,Consumer Discretionary,Homebuilding
TPL,Texas Pacific Land Corporation Common Stock,United States,,Energy,Oil & Gas Production
TPR,Tapestry Inc. Common Stock,United States,,Consumer Discretionary,Apparel
TPTA,Terra Property Trust Inc. 6.00% Notes due 2026,,2021,Real Estate,Real Estate Investment Trusts
TPVG,TriplePoint Venture Growth BDC Corp. Common Stock,United States,2014,Consumer Discretionary,Other Consumer Services
TR,Tootsie Roll Industries Inc. Common Stock,United States,,Consumer Staples,Specialty Foods
TRAK,ReposiTrak Inc. Common Stock,United States,,Technology,EDP Services
TRC,Tejon Ranch Co Common Stock,United States,2000,Finance,Real Estate
TRDA,Entrada Therapeutics Inc. Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
TREE,LendingTree Inc. Common Stock,United States,,Finance,Finance: Consumer Services
TREX,Trex Company Inc. Common Stock,United States,,Basic Materials,Forest Products
TRGP,Targa Resources Inc. Common Stock,United States,2010,Utilities,Natural Gas Distribution
TRI,Thomson Reuters Corporation Common Shares,United States,,Consumer Discretionary,Publishing
TRIN,Trinity Capital Inc. Common Stock,United States,2021,Finance,Finance: Consumer Services
TRINI,Trinity Capital Inc. 7.875% Notes Due 2029,United States,,Finance,Finance: Consumer Services
TRINZ,Trinity Capital Inc. 7.875% Notes due 2029,United States,,Finance,Finance: Consumer Services
TRIP,TripAdvisor Inc. Common Stock,United States,,Technology,Computer Software: Programming Data Processing
TRMB,Trimble Inc. Common Stock,United States,1990,Industrials,Industrial Machinery/Components
TRMD,TORM plc Class A Common Stock,United Kingdom,,Consumer Discretionary,Marine Transportation
TRMK,Trustmark Corporation Common Stock,United States,,Finance,Major Banks
TRML,Tourmaline Bio Inc. Common Stock,United States,2021,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TRN,Trinity Industries Inc. Common Stock,United States,,Industrials,Railroads
TRNO,Terreno Realty Corporation Common Stock,United States,2010,Finance,Real Estate
TRNS,Transcat Inc. Common Stock,United States,,Industrials,Electrical Products
TROW,T. Rowe Price Group Inc. Common Stock,United States,1986,Finance,Investment Bankers/Brokers/Service
TROX,Tronox Holdings plc Ordinary Shares (UK),United States,,Industrials,Major Chemicals
TRP,TC Energy Corporation Common Stock,Canada,,Utilities,Natural Gas Distribution
TRS,TriMas Corporation Common Stock,United States,2007,Industrials,Industrial Specialties
TRST,TrustCo Bank Corp NY Common Stock,United States,,Finance,Major Banks
TRTX,TPG RE Finance Trust Inc. Common Stock,United States,2017,Real Estate,Real Estate Investment Trusts
TRU,TransUnion Common Stock,United States,2015,Finance,Finance: Consumer Services
TRUP,Trupanion Inc. Common Stock,United States,,Health Care,Medical Specialities
TRV,The Travelers Companies Inc. Common Stock,United States,,Finance,Property-Casualty Insurers
TRVG,trivago N.V. American Depositary Shares,Germany,2016,Technology,EDP Services
TRVI,Trevi Therapeutics Inc. Common Stock,United States,2019,Health Care,Biotechnology: Pharmaceutical Preparations
TS,Tenaris S.A. American Depositary Shares,Luxembourg,,Industrials,Steel/Iron Ore
TSAT,Telesat Corporation Class A Common Shares and Class B Variable Voting Shares ,Canada,,Industrials,Metal Fabrications
TSCO,Tractor Supply Company Common Stock,United States,1994,Consumer Discretionary,RETAIL: Building Materials
TSEM,Tower Semiconductor Ltd. Ordinary Shares,Israel,1994,Technology,Semiconductors
TSHA,Taysha Gene Therapies Inc. Common Stock,United States,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TSLA,Tesla Inc. Common Stock,United States,2010,Consumer Discretionary,Auto Manufacturing
TSLX,Sixth Street Specialty Lending Inc. Common Stock,,2014,Finance,Investment Managers
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,Taiwan,1997,Technology,Semiconductors
TSN,Tyson Foods Inc. Common Stock,United States,,Consumer Staples,Meat/Poultry/Fish
TT,Trane Technologies plc,Ireland,,Industrials,Auto Parts:O.E.M.
TTAM,Titan America SA Common Shares,,2025,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
TTAN,ServiceTitan Inc. Class A Common Stock,United States,2024,Technology,Computer Software: Prepackaged Software
TTC,Toro Company (The) Common Stock,United States,,Consumer Discretionary,Tools/Hardware
TTD,The Trade Desk Inc. Class A Common Stock,United States,2016,Technology,Computer Software: Programming Data Processing
TTE,TotalEnergies SE,France,,Energy,Oil & Gas Production
TTEK,Tetra Tech Inc. Common Stock,United States,1991,Consumer Discretionary,Military/Government/Technical
TTGT,TechTarget Inc. Common Stock,United States,,Telecommunications,Telecommunications Equipment
TTI,Tetra Technologies Inc. Common Stock,United States,,Energy,Oil & Gas Production
TTMI,TTM Technologies Inc. Common Stock,United States,2000,Technology,Electrical Products
TTSH,Tile Shop Holdings Inc. Common Stock,United States,,Consumer Discretionary,Home Furnishings
TTWO,Take-Two Interactive Software Inc. Common Stock,United States,1997,Technology,Computer Software: Prepackaged Software
TU,Telus Corporation Ordinary Shares,Canada,,Telecommunications,Telecommunications Equipment
TUYA,Tuya Inc. American Depositary Shares each representing one Class A Ordinary Share,China,2021,Technology,Computer Software: Prepackaged Software
TV,Grupo Televisa S.A.B. Common Stock,Mexico,1993,Industrials,Broadcasting
TVTX,Travere Therapeutics Inc. Common Stock,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
TW,Tradeweb Markets Inc. Class A Common Stock,United States,2019,Finance,Investment Bankers/Brokers/Service
TWFG,TWFG Inc. Class A Common Stock,United States,2024,Finance,Specialty Insurers
TWI,Titan International Inc. (DE) Common Stock,United States,,Industrials,Steel/Iron Ore
TWLO,Twilio Inc. Class A Common Stock,United States,2016,Technology,Computer Software: Prepackaged Software
TWNP,Twin Hospitality Group Inc. Class A Common Stock,United States,,Consumer Discretionary,Restaurants
TWO,Two Harbors Investment Corp,United States,,Real Estate,Real Estate Investment Trusts
TWST,Twist Bioscience Corporation Common Stock,United States,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TX,Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares USD1.00 par value),Luxembourg,,Industrials,Steel/Iron Ore
TXG,10x Genomics Inc. Class A Common Stock,United States,2019,Industrials,Biotechnology: Laboratory Analytical Instruments
TXN,Texas Instruments Incorporated Common Stock,United States,,Technology,Semiconductors
TXNM,TXNM Energy Inc. Common Stock,United States,,Utilities,Electric Utilities: Central
TXO,TXO Partners L.P. Common Units Representing Limited Partner Interests,,2023,Energy,Oil & Gas Production
TXRH,Texas Roadhouse Inc. Common Stock,United States,2004,Consumer Discretionary,Restaurants
TXT,Textron Inc. Common Stock,United States,,Industrials,Aerospace
TY,Tri Continental Corporation Common Stock,United States,,Finance,Finance Companies
TYG,Tortoise Energy Infrastructure Corporation Common Stock,United States,2004,Finance,Investment Managers
TYL,Tyler Technologies Inc. Common Stock,United States,,Technology,Computer Software: Prepackaged Software
TYRA,Tyra Biosciences Inc. Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
U,Unity Software Inc. Common Stock,United States,2020,Technology,Computer Software: Prepackaged Software
UA,Under Armour Inc. Class C Common Stock,United States,2016,Consumer Discretionary,Apparel
UAA,Under Armour Inc. Class A Common Stock,United States,,Consumer Discretionary,Apparel
UAL,United Airlines Holdings Inc. Common Stock,United States,,Consumer Discretionary,Air Freight/Delivery Services
UAN,CVR Partners LP Common Units representing Limited Partner Interests,United States,2011,Industrials,Agricultural Chemicals
UBER,Uber Technologies Inc. Common Stock,United States,2019,Consumer Discretionary,Business Services
UBS,UBS Group AG Registered Ordinary Shares,Switzerland,2014,Finance,Major Banks
UBSI,United Bankshares Inc. Common Stock,United States,,Finance,Major Banks
UCB,United Community Banks Inc. Common Stock,United States,2024,Finance,Major Banks
UCTT,Ultra Clean Holdings Inc. Common Stock,United States,2004,Technology,Semiconductors
UDMY,Udemy Inc. Common Stock,United States,2021,Real Estate,Other Consumer Services
UDR,UDR Inc. Common Stock,United States,,Real Estate,Real Estate Investment Trusts
UE,Urban Edge Properties Common Shares of Beneficial Interest,United States,2015,Finance,Real Estate
UEC,Uranium Energy Corp. Common Stock,Canada,,Basic Materials,Other Metals and Minerals
UFCS,United Fire Group Inc. Common Stock,United States,,Finance,Property-Casualty Insurers
UFPI,UFP Industries Inc. Common Stock,United States,1993,Basic Materials,Forest Products
UFPT,UFP Technologies Inc. Common Stock,United States,1993,Health Care,Medical/Dental Instruments
UGI,UGI Corporation Common Stock,United States,,Utilities,Natural Gas Distribution
UGP,Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share),Brazil,,Utilities,Oil/Gas Transmission
UHAL,U-Haul Holding Company Common Stock,United States,2022,Consumer Discretionary,Rental/Leasing Companies
UHS,Universal Health Services Inc. Common Stock,United States,,Health Care,Hospital/Nursing Management
UHT,Universal Health Realty Income Trust Common Stock,United States,,Real Estate,Real Estate Investment Trusts
UI,Ubiquiti Inc. Common Stock,United States,,Technology,Radio And Television Broadcasting And Communications Equipment
UIS,Unisys Corporation New Common Stock,United States,,Technology,EDP Services
UL,Unilever PLC Common Stock,United Kingdom,,Consumer Discretionary,Package Goods/Cosmetics
ULCC,Frontier Group Holdings Inc. Common Stock,United States,2021,Consumer Discretionary,Air Freight/Delivery Services
ULH,Universal Logistics Holdings Inc. Common Stock,United States,2005,Industrials,Trucking Freight/Courier Services
ULS,UL Solutions Inc. Class A Common Stock,United States,2024,Health Care,Precision Instruments
ULTA,Ulta Beauty Inc. Common Stock,United States,2007,Consumer Discretionary,Other Specialty Stores
UMBF,UMB Financial Corporation Common Stock,United States,,Finance,Major Banks
UMBFP,UMB Financial Corporation Depositary Shares each representing a 1/400th of 7.00% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock,United States,,,
UMC,United Microelectronics Corporation (NEW) Common Stock,Taiwan,,Technology,Semiconductors
UMH,UMH Properties Inc. Common Stock,United States,1994,Real Estate,Real Estate Investment Trusts
UNF,Unifirst Corporation Common Stock,United States,,Consumer Discretionary,Other Consumer Services
UNFI,United Natural Foods Inc. Common Stock,United States,2019,Consumer Discretionary,Food Distributors
UNH,UnitedHealth Group Incorporated Common Stock (DE),United States,,Health Care,Medical Specialities
UNIT,Uniti Group Inc. Common Stock,United States,,Real Estate,Real Estate Investment Trusts
UNM,Unum Group Common Stock,United States,,Finance,Accident &Health Insurance
UNMA,Unum Group 6.250% Junior Subordinated Notes due 2058,United States,2018,Finance,Accident &Health Insurance
UNP,Union Pacific Corporation Common Stock,United States,,Industrials,Railroads
UNTY,Unity Bancorp Inc. Common Stock,United States,,Finance,Major Banks
UP,Wheels Up Experience Inc. Class A Common Stock,Singapore,2020,Consumer Discretionary,Transportation Services
UPB,Upstream Bio Inc. Common Stock,United States,2024,Health Care,Biotechnology: Pharmaceutical Preparations
UPBD,Upbound Group Inc. Common Stock,United States,,Consumer Discretionary,Diversified Commercial Services
UPS,United Parcel Service Inc. Common Stock,United States,1999,Industrials,Trucking Freight/Courier Services
UPST,Upstart Holdings Inc. Common stock,United States,2020,Finance,Finance: Consumer Services
UPWK,Upwork Inc. Common Stock,United States,2018,Technology,EDP Services
URBN,Urban Outfitters Inc. Common Stock,United States,1993,Consumer Discretionary,Clothing/Shoe/Accessory Stores
URG,Ur Energy Inc Common Shares (Canada),Canada,,Basic Materials,Precious Metals
URGN,UroGen Pharma Ltd. Ordinary Shares,Israel,2017,Health Care,Biotechnology: Pharmaceutical Preparations
URI,United Rentals Inc. Common Stock,United States,1997,Consumer Discretionary,Diversified Commercial Services
USAC,USA Compression Partners LP Common Units Representing Limited Partner Interests,United States,2013,Utilities,Natural Gas Distribution
USB,U.S. Bancorp Common Stock,United States,,Finance,Major Banks
USCB,USCB Financial Holdings Inc. Class A Common Stock,United States,2021,Finance,Major Banks
USFD,US Foods Holding Corp. Common Stock,United States,2016,Consumer Discretionary,Food Distributors
USLM,United States Lime & Minerals Inc. Common Stock,United States,,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
USM,United States Cellular Corporation Common Stock,United States,1988,Telecommunications,Telecommunications Equipment
USNA,USANA Health Sciences Inc. Common Stock,United States,,Health Care, Medicinal Chemicals and Botanical Products 
USPH,U.S. Physical Therapy Inc. Common Stock,United States,1992,Health Care,Medical/Nursing Services
UTHR,United Therapeutics Corporation Common Stock,United States,1999,Health Care,Biotechnology: Pharmaceutical Preparations
UTI,Universal Technical Institute Inc Common Stock,United States,2003,Real Estate,Other Consumer Services
UTL,UNITIL Corporation Common Stock,United States,1985,Utilities,Power Generation
UTZ,Utz Brands Inc Class A Common Stock ,United States,2018,Consumer Staples,Packaged Foods
UUUU,Energy Fuels Inc Ordinary Shares (Canada),Canada,,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
UVE,UNIVERSAL INSURANCE HOLDINGS INC Common Stock,United States,,Finance,Property-Casualty Insurers
UVSP,Univest Financial Corporation Common Stock,United States,,Finance,Major Banks
UVV,Universal Corporation Common Stock,United States,,Industrials,Farming/Seeds/Milling
UWMC,UWM Holdings Corporation Class A Common Stock,United States,,Finance,Finance: Consumer Services
UXIN,Uxin Limited ADS,China,2018,Consumer Discretionary,Business Services
UZD,United States Cellular Corporation 6.250% Senior Notes due 2069,United States,2020,Telecommunications,Telecommunications Equipment
UZE,United States Cellular Corporation 5.500% Senior Notes due 2070,United States,2020,Telecommunications,Telecommunications Equipment
UZF,United States Cellular Corporation 5.500% Senior Notes due 2070,United States,2021,Telecommunications,Telecommunications Equipment
V,Visa Inc.,United States,,Consumer Discretionary,Business Services
VAC,Marriott Vacations Worldwide Corporation Common Stock,United States,,Finance,Real Estate
VAL,Valaris Limited Common Shares,United States,2021,Energy,Oil & Gas Production
VALE,VALE S.A.  American Depositary Shares Each Representing one common share,Brazil,,Basic Materials,Metal Mining
VALN,Valneva SE American Depositary Shares,France,2021,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VALU,Value Line Inc. Common Stock,United States,1983,Finance,Investment Managers
VBNK,VersaBank Common Shares,Canada,,Finance,Commercial Banks
VBTX,Veritex Holdings Inc. Common Stock,United States,2014,Finance,Major Banks
VC,Visteon Corporation Common Stock,United States,,Consumer Discretionary,Auto Parts:O.E.M.
VCEL,Vericel Corporation Common Stock,United States,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VCTR,Victory Capital Holdings Inc. Class A Common Stock,United States,2018,Finance,Investment Managers
VCV,Invesco California Value Municipal Income Trust Common Stock,United States,,Finance,Trusts Except Educational Religious and Charitable
VCYT,Veracyte Inc. Common Stock,United States,2013,Health Care,Medical Specialities
VECO,Veeco Instruments Inc. Common Stock,United States,1994,Technology,Industrial Machinery/Components
VEEV,Veeva Systems Inc. Class A Common Stock,United States,2013,Technology,Computer Software: Prepackaged Software
VEL,Velocity Financial Inc. Common Stock,United States,2020,Finance,Finance: Consumer Services
VENU,Venu Holding Corporation Common Stock,,2024,Consumer Discretionary,Services-Misc. Amusement & Recreation
VEON,VEON Ltd. ADS,Netherlands,,Telecommunications,Telecommunications Equipment
VERA,Vera Therapeutics Inc. Class A Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
VERV,Verve Therapeutics Inc. Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
VERX,Vertex Inc. Class A Common Stock,United States,2020,Technology,Computer Software: Prepackaged Software
VET,Vermilion Energy Inc. Common (Canada),Canada,,Energy,Oil & Gas Production
VFC,V.F. Corporation Common Stock,United States,,Consumer Discretionary,Apparel
VFS,VinFast Auto Ltd. Ordinary Shares,Singapore,,Finance,Blank Checks
VFSWW,VinFast Auto Ltd. Warrant,Singapore,,,
VG,Venture Global Inc. Class A common stock,,2025,Utilities,Oil/Gas Transmission
VGM,Invesco Trust for Investment Grade Municipals Common Stock (DE),United States,,Finance,Trusts Except Educational Religious and Charitable
VHI,Valhi Inc. Common Stock,United States,,Industrials,Major Chemicals
VIAV,Viavi Solutions Inc. Common Stock,United States,,Technology,Semiconductors
VICI,VICI Properties Inc. Common Stock,United States,2018,Real Estate,Real Estate Investment Trusts
VICR,Vicor Corporation Common Stock,United States,,Technology,Industrial Machinery/Components
VIK,Viking Holdings Ltd Ordinary Shares,United States,2024,Consumer Discretionary,Marine Transportation
VINP,Vinci Partners Investments Ltd. Class A Common Shares,Brazil,2021,Finance,Investment Managers
VIPS,Vipshop Holdings Limited American Depositary Shares each representing two ordinary shares,China,2012,Consumer Discretionary,Catalog/Specialty Distribution
VIR,Vir Biotechnology Inc. Common Stock,United States,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VIRT,Virtu Financial Inc. Class A Common Stock,United States,2015,Finance,Investment Bankers/Brokers/Service
VIST,Vista Energy S.A.B. de C.V. American Depositary Shares each representing one series A share with no par value,Mexico,2019,Energy,Oil & Gas Production
VITL,Vital Farms Inc. Common Stock,United States,2020,Consumer Staples,Packaged Foods
VIV,Telefonica Brasil S.A. American Depositary Shares (Each representing One Common Share),Brazil,2020,Telecommunications,Telecommunications Equipment
VKI,Invesco Advantage Municipal Income Trust II Common Shares of Beneficial Interest (DE),United States,1993,Finance,Finance Companies
VKQ,Invesco Municipal Trust Common Stock,United States,,Finance,Trusts Except Educational Religious and Charitable
VKTX,Viking Therapeutics Inc. Common Stock,United States,2015,Health Care,Biotechnology: Pharmaceutical Preparations
VLGEA,Village Super Market Inc. Class A Common Stock,United States,,Consumer Staples,Food Chains
VLO,Valero Energy Corporation Common Stock,United States,,Energy,Integrated oil Companies
VLRS,Controladora Vuela Compania de Aviacion S.A.B. de C.V. American Depositary Shares each representing ten (10) Ordinary Participation Certificates,,2013,Consumer Discretionary,Air Freight/Delivery Services
VLTO,Veralto Corp Common Stock ,United States,2023,Industrials,Electrical Products
VLY,Valley National Bancorp Common Stock,United States,,Finance,Major Banks
VLYPO,Valley National Bancorp 5.50% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series B,United States,,Finance,Major Banks
VLYPP,Valley National Bancorp 6.25% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,,Finance,Major Banks
VMC,Vulcan Materials Company (Holding Company) Common Stock,United States,,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
VMD,Viemed Healthcare Inc. Common Shares,United States,,Health Care,Misc Health and Biotechnology Services
VMEO,Vimeo Inc. Common Stock,United States,,Technology,Computer Software: Programming Data Processing
VMI,Valmont Industries Inc. Common Stock,United States,,Industrials,Metal Fabrications
VMO,Invesco Municipal Opportunity Trust Common Stock,United States,,Finance,Trusts Except Educational Religious and Charitable
VNET,VNET Group Inc. American Depositary Shares,China,2011,Technology,Computer Software: Programming Data Processing
VNO,Vornado Realty Trust Common Stock,United States,,Real Estate,Real Estate Investment Trusts
VNOM,Viper Energy Inc. Class A Common Stock,United States,2014,Energy,Oil & Gas Production
VNT,Vontier Corporation Common Stock ,United States,2020,Industrials,Industrial Machinery/Components
VOD,Vodafone Group Plc American Depositary Shares,United Kingdom,,Telecommunications,Telecommunications Equipment
VOYA,Voya Financial Inc. Common Stock,United States,2013,Finance,Life Insurance
VPG,Vishay Precision Group Inc. Common Stock,United States,,Technology,Electrical Products
VRDN,Viridian Therapeutics Inc. Common Stock,United States,2014,Health Care,Medical Specialities
VRE,Veris Residential Inc. Common Stock,United States,,Real Estate,Real Estate Investment Trusts
VREX,Varex Imaging Corporation Common Stock,United States,,Technology,Industrial Machinery/Components
VRN,Veren Inc. Common shares,Canada,,Energy,Oil & Gas Production
VRNA,Verona Pharma plc American Depositary Share,United Kingdom,2017,Health Care,Biotechnology: Pharmaceutical Preparations
VRNS,Varonis Systems Inc. Common Stock,United States,2014,Technology,Computer Software: Prepackaged Software
VRNT,Verint Systems Inc. Common Stock,United States,2010,Technology,EDP Services
VRRM,Verra Mobility Corporation Class A Common Stock,United States,2017,Consumer Discretionary,Transportation Services
VRSK,Verisk Analytics Inc. Common Stock,United States,2009,Technology,EDP Services
VRSN,VeriSign Inc. Common Stock,United States,1998,Technology,EDP Services
VRT,Vertiv Holdings LLC Class A Common Stock,United States,2018,Technology,Industrial Machinery/Components
VRTS,Virtus Investment Partners Inc. Common Stock,United States,,Finance,Investment Managers
VRTX,Vertex Pharmaceuticals Incorporated Common Stock,United States,1991,Health Care,Biotechnology: Pharmaceutical Preparations
VSAT,ViaSat Inc. Common Stock,United States,1996,Technology,Radio And Television Broadcasting And Communications Equipment
VSCO,Victorias Secret & Co. Common Stock ,United States,2021,Consumer Discretionary,Clothing/Shoe/Accessory Stores
VSEC,VSE Corporation Common Stock,United States,,Consumer Discretionary,Military/Government/Technical
VSH,Vishay Intertechnology Inc. Common Stock,United States,,Technology,Electrical Products
VST,Vistra Corp. Common Stock,United States,,Utilities,Electric Utilities: Central
VSTS,Vestis Corporation Common Stock,United States,2023,,
VTEX,VTEX Class A Common Shares,United Kingdom,2021,Technology,Computer Software: Prepackaged Software
VTLE,Vital Energy Inc. Common Stock par value $0.01 per share,United States,2011,Energy,Oil & Gas Production
VTMX,Corporacion Inmobiliaria Vesta S.A.B de C.V. American Depositary Shares each representing ten (10) Common Shares,,2023,Finance,Real Estate
VTOL,Bristow Group Inc. Common Stock,United States,,Consumer Discretionary,Transportation Services
VTR,Ventas Inc. Common Stock,United States,,Real Estate,Real Estate Investment Trusts
VTRS,Viatris Inc. Common Stock,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
VTS,Vitesse Energy Inc. Common Stock,United States,2023,Energy,Oil & Gas Production
VVV,Valvoline Inc. Common Stock,United States,2016,Industrials,Major Chemicals
VVX,V2X Inc. Common Stock,United States,2014,Consumer Discretionary,Diversified Commercial Services
VYX,NCR Voyix Corporation Common Stock,United States,,Miscellaneous,Office Equipment/Supplies/Services
VZ,Verizon Communications Inc. Common Stock,United States,,Telecommunications,Telecommunications Equipment
VZLA,Vizsla Silver Corp. Common Shares,Canada,2024,Basic Materials,Precious Metals
W,Wayfair Inc. Class A Common Stock,United States,2014,Consumer Discretionary,Catalog/Specialty Distribution
WAB,Westinghouse Air Brake Technologies Corporation Common Stock,United States,,Industrials,Railroads
WABC,Westamerica Bancorporation Common Stock,United States,,Finance,Major Banks
WAFD,WaFd Inc. Common Stock,United States,,Finance,Major Banks
WAFDP,WaFd Inc. Depositary Shares,United States,,Finance,Major Banks
WAL,Western Alliance Bancorporation Common Stock (DE),United States,2005,Finance,Major Banks
WALD,Waldencast plc Class A Ordinary Share,United States,2021,Consumer Discretionary,Package Goods/Cosmetics
WASH,Washington Trust Bancorp Inc. Common Stock,United States,,Finance,Major Banks
WAT,Waters Corporation Common Stock,United States,1995,Industrials,Biotechnology: Laboratory Analytical Instruments
WAY,Waystar Holding Corp. Common Stock,United States,2024,Technology,EDP Services
WB,Weibo Corporation American Depositary Share,China,2014,Technology,Computer Software: Programming Data Processing
WBA,Walgreens Boots Alliance Inc. Common Stock,United States,,Consumer Staples,Retail-Drug Stores and Proprietary Stores
WBD,Warner Bros. Discovery Inc. Series A Common Stock ,United States,,Telecommunications,Cable & Other Pay Television Services
WBS,Webster Financial Corporation Common Stock,United States,,Finance,Major Banks
WBTN,WEBTOON Entertainment Inc. Common stock,United States,2024,Consumer Discretionary,Publishing
WCC,WESCO International Inc. Common Stock,United States,1999,Consumer Discretionary,Telecommunications Equipment
WCN,Waste Connections Inc. Common Shares,Canada,,Utilities,Environmental Services
WD,Walker & Dunlop Inc Common Stock,United States,2010,Finance,Finance: Consumer Services
WDAY,Workday Inc. Class A Common Stock,United States,,Technology,EDP Services
WDC,Western Digital Corporation Common Stock,United States,,Technology,Electronic Components
WDFC,WD-40 Company Common Stock,United States,1973,Industrials,Major Chemicals
WDH,Waterdrop Inc. American Depositary Shares (each representing the right to receive 10 Class A Ordinary Shares),Cayman Islands,2021,Finance,Specialty Insurers
WDS,Woodside Energy Group Limited American Depositary Shares each representing one Ordinary Share,Australia,2022,Energy,Oil & Gas Production
WEAV,Weave Communications Inc. Common Stock,United States,2021,Technology,Computer Software: Prepackaged Software
WEC,WEC Energy Group Inc. Common Stock,United States,,Utilities,Power Generation
